map_size,p_frozen,gamma,n_iters,theta,n_i,mean_reward,stdev_reward
14,0.6,0.4,1000,1e-10,30,1.0,0.0
14,0.6,0.4,1000,0.001,30,1.0,0.0
14,0.6,0.5,1000,1e-10,25,1.0,0.0
14,0.6,0.5,1000,0.001,30,1.0,0.0
14,0.6,0.6,1000,1e-10,28,1.0,0.0
14,0.6,0.6,1000,0.001,27,1.0,0.0
14,0.6,0.7,1000,1e-10,28,1.0,0.0
14,0.6,0.7,1000,0.001,27,1.0,0.0
14,0.6,0.8,1000,1e-10,30,1.0,0.0
14,0.6,0.8,1000,0.001,31,1.0,0.0
14,0.6,0.9,1000,1e-10,27,1.0,0.0
14,0.6,0.9,1000,0.001,28,1.0,0.0
14,0.6,1.0,1000,1e-10,27,0.0,0.0
14,0.6,1.0,1000,0.001,41,0.0,0.0
14,0.7,0.1,1000,1e-10,29,1.0,0.0
14,0.7,0.1,1000,0.001,27,1.0,0.0
14,0.7,0.2,1000,1e-10,28,1.0,0.0
14,0.7,0.2,1000,0.001,29,1.0,0.0
14,0.7,0.3,1000,1e-10,27,1.0,0.0
14,0.7,0.3,1000,0.001,25,1.0,0.0
14,0.7,0.4,1000,1e-10,27,1.0,0.0
14,0.7,0.4,1000,0.001,31,1.0,0.0
14,0.7,0.5,1000,1e-10,27,1.0,0.0
14,0.7,0.5,1000,0.001,24,0.0,0.0
14,0.7,0.6,1000,1e-10,27,1.0,0.0
14,0.7,0.6,1000,0.001,27,1.0,0.0
14,0.7,0.7,1000,1e-10,27,1.0,0.0
14,0.7,0.7,1000,0.001,28,1.0,0.0
14,0.7,0.8,1000,1e-10,35,1.0,0.0
14,0.7,0.8,1000,0.001,26,1.0,0.0
14,0.7,0.9,1000,1e-10,28,1.0,0.0
14,0.7,0.9,1000,0.001,27,1.0,0.0
14,0.7,1.0,1000,1e-10,28,0.0,0.0
14,0.7,1.0,1000,0.001,25,0.0,0.0
14,0.8,0.1,1000,1e-10,27,1.0,0.0
14,0.8,0.1,1000,0.001,27,1.0,0.0
14,0.8,0.2,1000,1e-10,31,1.0,0.0
14,0.8,0.2,1000,0.001,26,1.0,0.0
14,0.8,0.3,1000,1e-10,27,1.0,0.0
14,0.8,0.3,1000,0.001,27,1.0,0.0
14,0.8,0.4,1000,1e-10,25,1.0,0.0
14,0.8,0.4,1000,0.001,27,1.0,0.0
14,0.8,0.5,1000,1e-10,25,1.0,0.0
14,0.8,0.5,1000,0.001,27,1.0,0.0
14,0.8,0.6,1000,1e-10,26,1.0,0.0
14,0.8,0.6,1000,0.001,27,1.0,0.0
14,0.8,0.7,1000,1e-10,28,1.0,0.0
14,0.8,0.7,1000,0.001,27,1.0,0.0
14,0.8,0.8,1000,1e-10,28,1.0,0.0
14,0.8,0.8,1000,0.001,27,1.0,0.0
14,0.8,0.9,1000,1e-10,37,1.0,0.0
14,0.8,0.9,1000,0.001,27,1.0,0.0
14,0.8,1.0,1000,1e-10,28,0.0,0.0
14,0.8,1.0,1000,0.001,28,0.0,0.0
14,0.9,0.1,1000,1e-10,27,1.0,0.0
14,0.9,0.1,1000,0.001,27,1.0,0.0
14,0.9,0.2,1000,1e-10,25,1.0,0.0
14,0.9,0.2,1000,0.001,27,1.0,0.0
14,0.9,0.3,1000,1e-10,27,1.0,0.0
14,0.9,0.3,1000,0.001,27,1.0,0.0
14,0.9,0.4,1000,1e-10,27,1.0,0.0
14,0.9,0.4,1000,0.001,26,1.0,0.0
14,0.9,0.5,1000,1e-10,27,1.0,0.0
14,0.9,0.5,1000,0.001,25,1.0,0.0
14,0.9,0.6,1000,1e-10,25,1.0,0.0
14,0.9,0.6,1000,0.001,27,1.0,0.0
14,0.9,0.7,1000,1e-10,27,1.0,0.0
14,0.9,0.7,1000,0.001,25,1.0,0.0
14,0.9,0.8,1000,1e-10,27,1.0,0.0
14,0.9,0.8,1000,0.001,27,1.0,0.0
14,0.9,0.9,1000,1e-10,27,1.0,0.0
14,0.9,0.9,1000,0.001,27,1.0,0.0
14,0.9,1.0,1000,1e-10,28,0.0,0.0
14,0.9,1.0,1000,0.001,28,0.0,0.0
14,1.0,0.1,1000,1e-10,27,1.0,0.0
14,1.0,0.1,1000,0.001,27,1.0,0.0
14,1.0,0.2,1000,1e-10,26,1.0,0.0
14,1.0,0.2,1000,0.001,27,1.0,0.0
14,1.0,0.3,1000,1e-10,25,1.0,0.0
14,1.0,0.3,1000,0.001,26,1.0,0.0
14,1.0,0.4,1000,1e-10,26,1.0,0.0
14,1.0,0.4,1000,0.001,23,1.0,0.0
14,1.0,0.5,1000,1e-10,26,1.0,0.0
14,1.0,0.5,1000,0.001,27,1.0,0.0
14,1.0,0.6,1000,1e-10,27,1.0,0.0
14,1.0,0.6,1000,0.001,27,1.0,0.0
14,1.0,0.7,1000,1e-10,27,1.0,0.0
14,1.0,0.7,1000,0.001,27,1.0,0.0
14,1.0,0.8,1000,1e-10,25,1.0,0.0
14,1.0,0.8,1000,0.001,27,1.0,0.0
14,1.0,0.9,1000,1e-10,27,1.0,0.0
14,1.0,0.9,1000,0.001,27,1.0,0.0
14,1.0,1.0,1000,1e-10,27,0.0,0.0
14,1.0,1.0,1000,0.001,27,0.0,0.0
16,0.6,0.1,1000,1e-10,31,1.0,0.0
16,0.6,0.1,1000,0.001,31,1.0,0.0
16,0.6,0.2,1000,1e-10,35,1.0,0.0
16,0.6,0.2,1000,0.001,13,0.0,0.0
16,0.6,0.3,1000,1e-10,34,1.0,0.0
16,0.6,0.3,1000,0.001,29,1.0,0.0
16,0.6,0.4,1000,1e-10,31,1.0,0.0
16,0.6,0.4,1000,0.001,12,0.0,0.0
16,0.6,0.5,1000,1e-10,30,1.0,0.0
16,0.6,0.5,1000,0.001,33,1.0,0.0
16,0.6,0.6,1000,1e-10,35,1.0,0.0
16,0.6,0.6,1000,0.001,31,1.0,0.0
16,0.6,0.7,1000,1e-10,32,1.0,0.0
16,0.6,0.7,1000,0.001,32,1.0,0.0
16,0.6,0.8,1000,1e-10,35,1.0,0.0
16,0.6,0.8,1000,0.001,31,1.0,0.0
16,0.6,0.9,1000,1e-10,34,1.0,0.0
16,0.6,0.9,1000,0.001,31,1.0,0.0
16,0.6,1.0,1000,1e-10,33,0.0,0.0
16,0.6,1.0,1000,0.001,33,0.0,0.0
16,0.7,0.1,1000,1e-10,42,1.0,0.0
16,0.7,0.1,1000,0.001,31,1.0,0.0
16,0.7,0.2,1000,1e-10,31,1.0,0.0
16,0.7,0.2,1000,0.001,33,1.0,0.0
16,0.7,0.3,1000,1e-10,29,1.0,0.0
16,0.7,0.3,1000,0.001,28,1.0,0.0
16,0.7,0.4,1000,1e-10,31,1.0,0.0
16,0.7,0.4,1000,0.001,32,1.0,0.0
16,0.7,0.5,1000,1e-10,31,1.0,0.0
16,0.7,0.5,1000,0.001,30,1.0,0.0
16,0.7,0.6,1000,1e-10,39,1.0,0.0
16,0.7,0.6,1000,0.001,31,1.0,0.0
16,0.7,0.7,1000,1e-10,31,1.0,0.0
16,0.7,0.7,1000,0.001,30,1.0,0.0
16,0.7,0.8,1000,1e-10,33,1.0,0.0
16,0.7,0.8,1000,0.001,33,1.0,0.0
16,0.7,0.9,1000,1e-10,34,1.0,0.0
16,0.7,0.9,1000,0.001,35,1.0,0.0
16,0.7,1.0,1000,1e-10,32,0.0,0.0
16,0.7,1.0,1000,0.001,32,0.0,0.0
16,0.8,0.1,1000,1e-10,31,1.0,0.0
16,0.8,0.1,1000,0.001,33,1.0,0.0
16,0.8,0.2,1000,1e-10,30,1.0,0.0
16,0.8,0.2,1000,0.001,29,1.0,0.0
16,0.8,0.3,1000,1e-10,30,1.0,0.0
16,0.8,0.3,1000,0.001,30,1.0,0.0
16,0.8,0.4,1000,1e-10,31,1.0,0.0
16,0.8,0.4,1000,0.001,30,1.0,0.0
16,0.8,0.5,1000,1e-10,32,1.0,0.0
16,0.8,0.5,1000,0.001,31,1.0,0.0
16,0.8,0.6,1000,1e-10,30,1.0,0.0
16,0.8,0.6,1000,0.001,31,1.0,0.0
16,0.8,0.7,1000,1e-10,31,1.0,0.0
16,0.8,0.7,1000,0.001,31,1.0,0.0
16,0.8,0.8,1000,1e-10,31,1.0,0.0
16,0.8,0.8,1000,0.001,30,1.0,0.0
16,0.8,0.9,1000,1e-10,31,1.0,0.0
16,0.8,0.9,1000,0.001,31,1.0,0.0
16,0.8,1.0,1000,1e-10,31,0.0,0.0
16,0.8,1.0,1000,0.001,27,0.0,0.0
16,0.9,0.1,1000,1e-10,31,1.0,0.0
16,0.9,0.1,1000,0.001,30,1.0,0.0
16,0.9,0.2,1000,1e-10,31,1.0,0.0
16,0.9,0.2,1000,0.001,30,1.0,0.0
16,0.9,0.3,1000,1e-10,29,1.0,0.0
16,0.9,0.3,1000,0.001,31,1.0,0.0
16,0.9,0.4,1000,1e-10,30,1.0,0.0
16,0.9,0.4,1000,0.001,31,1.0,0.0
16,0.9,0.5,1000,1e-10,29,1.0,0.0
16,0.9,0.5,1000,0.001,27,1.0,0.0
16,0.9,0.6,1000,1e-10,31,1.0,0.0
16,0.9,0.6,1000,0.001,31,1.0,0.0
16,0.9,0.7,1000,1e-10,30,1.0,0.0
16,0.9,0.7,1000,0.001,31,1.0,0.0
16,0.9,0.8,1000,1e-10,29,1.0,0.0
16,0.9,0.8,1000,0.001,31,1.0,0.0
16,0.9,0.9,1000,1e-10,31,1.0,0.0
16,0.9,0.9,1000,0.001,31,1.0,0.0
16,0.9,1.0,1000,1e-10,32,0.0,0.0
16,0.9,1.0,1000,0.001,32,0.0,0.0
16,1.0,0.1,1000,1e-10,31,1.0,0.0
16,1.0,0.1,1000,0.001,29,1.0,0.0
16,1.0,0.2,1000,1e-10,30,1.0,0.0
16,1.0,0.2,1000,0.001,31,1.0,0.0
16,1.0,0.3,1000,1e-10,31,1.0,0.0
16,1.0,0.3,1000,0.001,28,1.0,0.0
16,1.0,0.4,1000,1e-10,31,1.0,0.0
16,1.0,0.4,1000,0.001,31,1.0,0.0
16,1.0,0.5,1000,1e-10,31,1.0,0.0
16,1.0,0.5,1000,0.001,29,1.0,0.0
16,1.0,0.6,1000,1e-10,30,1.0,0.0
16,1.0,0.6,1000,0.001,31,1.0,0.0
16,1.0,0.7,1000,1e-10,31,1.0,0.0
16,1.0,0.7,1000,0.001,29,1.0,0.0
16,1.0,0.8,1000,1e-10,28,1.0,0.0
16,1.0,0.8,1000,0.001,30,1.0,0.0
16,1.0,0.9,1000,1e-10,31,1.0,0.0
16,1.0,0.9,1000,0.001,31,1.0,0.0
16,1.0,1.0,1000,1e-10,32,0.0,0.0
16,1.0,1.0,1000,0.001,32,0.0,0.0
18,0.6,0.1,1000,1e-10,38,1.0,0.0
18,0.6,0.1,1000,0.001,35,1.0,0.0
18,0.6,0.2,1000,1e-10,42,0.0,0.0
18,0.6,0.2,1000,0.001,15,0.0,0.0
18,0.6,0.3,1000,1e-10,37,1.0,0.0
18,0.6,0.3,1000,0.001,33,1.0,0.0
18,0.6,0.4,1000,1e-10,38,1.0,0.0
18,0.6,0.4,1000,0.001,37,1.0,0.0
18,0.6,0.5,1000,1e-10,49,1.0,0.0
18,0.6,0.5,1000,0.001,39,1.0,0.0
18,0.6,0.6,1000,1e-10,38,1.0,0.0
18,0.6,0.6,1000,0.001,37,1.0,0.0
18,0.6,0.7,1000,1e-10,35,1.0,0.0
18,0.6,0.7,1000,0.001,41,1.0,0.0
18,0.6,0.8,1000,1e-10,35,1.0,0.0
18,0.6,0.8,1000,0.001,35,1.0,0.0
18,0.6,0.9,1000,1e-10,35,1.0,0.0
18,0.6,0.9,1000,0.001,39,1.0,0.0
18,0.6,1.0,1000,1e-10,37,0.0,0.0
18,0.6,1.0,1000,0.001,38,0.0,0.0
18,0.7,0.1,1000,1e-10,34,1.0,0.0
18,0.7,0.1,1000,0.001,34,1.0,0.0
18,0.7,0.2,1000,1e-10,37,1.0,0.0
18,0.7,0.2,1000,0.001,36,1.0,0.0
18,0.7,0.3,1000,1e-10,36,1.0,0.0
18,0.7,0.3,1000,0.001,47,1.0,0.0
18,0.7,0.4,1000,1e-10,35,1.0,0.0
18,0.7,0.4,1000,0.001,32,1.0,0.0
18,0.7,0.5,1000,1e-10,39,1.0,0.0
18,0.7,0.5,1000,0.001,32,1.0,0.0
18,0.7,0.6,1000,1e-10,37,1.0,0.0
18,0.7,0.6,1000,0.001,35,1.0,0.0
18,0.7,0.7,1000,1e-10,38,1.0,0.0
18,0.7,0.7,1000,0.001,35,1.0,0.0
18,0.7,0.8,1000,1e-10,35,1.0,0.0
18,0.7,0.8,1000,0.001,35,1.0,0.0
18,0.7,0.9,1000,1e-10,35,1.0,0.0
18,0.7,0.9,1000,0.001,36,1.0,0.0
18,0.7,1.0,1000,1e-10,38,0.0,0.0
18,0.7,1.0,1000,0.001,34,0.0,0.0
18,0.8,0.1,1000,1e-10,34,1.0,0.0
18,0.8,0.1,1000,0.001,34,1.0,0.0
18,0.8,0.2,1000,1e-10,35,1.0,0.0
18,0.8,0.2,1000,0.001,35,1.0,0.0
18,0.8,0.3,1000,1e-10,35,1.0,0.0
18,0.8,0.3,1000,0.001,35,1.0,0.0
18,0.8,0.4,1000,1e-10,35,1.0,0.0
18,0.8,0.4,1000,0.001,34,1.0,0.0
18,0.8,0.5,1000,1e-10,35,1.0,0.0
18,0.8,0.5,1000,0.001,34,1.0,0.0
18,0.8,0.6,1000,1e-10,34,1.0,0.0
18,0.8,0.6,1000,0.001,35,1.0,0.0
18,0.8,0.7,1000,1e-10,38,1.0,0.0
18,0.8,0.7,1000,0.001,30,1.0,0.0
18,0.8,0.8,1000,1e-10,34,1.0,0.0
18,0.8,0.8,1000,0.001,34,1.0,0.0
18,0.8,0.9,1000,1e-10,35,1.0,0.0
18,0.8,0.9,1000,0.001,37,1.0,0.0
18,0.8,1.0,1000,1e-10,36,0.0,0.0
18,0.8,1.0,1000,0.001,42,0.0,0.0
18,0.9,0.1,1000,1e-10,34,1.0,0.0
18,0.9,0.1,1000,0.001,34,1.0,0.0
18,0.9,0.2,1000,1e-10,35,1.0,0.0
18,0.9,0.2,1000,0.001,35,1.0,0.0
18,0.9,0.3,1000,1e-10,35,1.0,0.0
18,0.9,0.3,1000,0.001,34,1.0,0.0
18,0.9,0.4,1000,1e-10,33,1.0,0.0
18,0.9,0.4,1000,0.001,34,1.0,0.0
18,0.9,0.5,1000,1e-10,35,1.0,0.0
18,0.9,0.5,1000,0.001,28,1.0,0.0
18,0.9,0.6,1000,1e-10,35,1.0,0.0
18,0.9,0.6,1000,0.001,34,1.0,0.0
18,0.9,0.7,1000,1e-10,33,1.0,0.0
18,0.9,0.7,1000,0.001,35,1.0,0.0
18,0.9,0.8,1000,1e-10,33,1.0,0.0
18,0.9,0.8,1000,0.001,35,1.0,0.0
18,0.9,0.9,1000,1e-10,35,1.0,0.0
18,0.9,0.9,1000,0.001,35,1.0,0.0
18,0.9,1.0,1000,1e-10,35,0.0,0.0
18,0.9,1.0,1000,0.001,36,0.0,0.0
18,1.0,0.1,1000,1e-10,35,1.0,0.0
18,1.0,0.1,1000,0.001,34,1.0,0.0
18,1.0,0.2,1000,1e-10,35,1.0,0.0
18,1.0,0.2,1000,0.001,31,1.0,0.0
18,1.0,0.3,1000,1e-10,34,1.0,0.0
18,1.0,0.3,1000,0.001,33,1.0,0.0
18,1.0,0.4,1000,1e-10,35,1.0,0.0
18,1.0,0.4,1000,0.001,35,1.0,0.0
18,1.0,0.5,1000,1e-10,33,1.0,0.0
18,1.0,0.5,1000,0.001,34,1.0,0.0
18,1.0,0.6,1000,1e-10,31,1.0,0.0
18,1.0,0.6,1000,0.001,34,1.0,0.0
18,1.0,0.7,1000,1e-10,35,1.0,0.0
18,1.0,0.7,1000,0.001,35,1.0,0.0
18,1.0,0.8,1000,1e-10,32,1.0,0.0
18,1.0,0.8,1000,0.001,35,1.0,0.0
18,1.0,0.9,1000,1e-10,35,1.0,0.0
18,1.0,0.9,1000,0.001,33,1.0,0.0
18,1.0,1.0,1000,1e-10,35,0.0,0.0
18,1.0,1.0,1000,0.001,36,0.0,0.0
20,0.6,0.1,1000,1e-10,56,1.0,0.0
20,0.6,0.1,1000,0.001,44,1.0,0.0
20,0.6,0.2,1000,1e-10,37,1.0,0.0
20,0.6,0.2,1000,0.001,42,1.0,0.0
20,0.6,0.3,1000,1e-10,50,1.0,0.0
20,0.6,0.3,1000,0.001,51,1.0,0.0
20,0.6,0.4,1000,1e-10,47,1.0,0.0
20,0.6,0.4,1000,0.001,39,1.0,0.0
20,0.6,0.5,1000,1e-10,44,1.0,0.0
20,0.6,0.5,1000,0.001,51,1.0,0.0
20,0.6,0.6,1000,1e-10,39,1.0,0.0
20,0.6,0.6,1000,0.001,42,1.0,0.0
20,0.6,0.7,1000,1e-10,49,1.0,0.0
20,0.6,0.7,1000,0.001,39,1.0,0.0
20,0.6,0.8,1000,1e-10,41,1.0,0.0
20,0.6,0.8,1000,0.001,38,1.0,0.0
20,0.6,0.9,1000,1e-10,40,1.0,0.0
20,0.6,0.9,1000,0.001,39,1.0,0.0
20,0.6,1.0,1000,1e-10,42,0.0,0.0
20,0.6,1.0,1000,0.001,40,0.0,0.0
20,0.7,0.1,1000,1e-10,39,1.0,0.0
20,0.7,0.1,1000,0.001,36,0.0,0.0
20,0.7,0.2,1000,1e-10,39,1.0,0.0
20,0.7,0.2,1000,0.001,39,1.0,0.0
20,0.7,0.3,1000,1e-10,43,1.0,0.0
20,0.7,0.3,1000,0.001,39,1.0,0.0
20,0.7,0.4,1000,1e-10,48,1.0,0.0
20,0.7,0.4,1000,0.001,45,1.0,0.0
20,0.7,0.5,1000,1e-10,39,1.0,0.0
20,0.7,0.5,1000,0.001,44,1.0,0.0
20,0.7,0.6,1000,1e-10,37,1.0,0.0
20,0.7,0.6,1000,0.001,40,1.0,0.0
20,0.7,0.7,1000,1e-10,41,1.0,0.0
20,0.7,0.7,1000,0.001,40,1.0,0.0
20,0.7,0.8,1000,1e-10,39,1.0,0.0
20,0.7,0.8,1000,0.001,53,1.0,0.0
20,0.7,0.9,1000,1e-10,41,1.0,0.0
20,0.7,0.9,1000,0.001,43,1.0,0.0
20,0.7,1.0,1000,1e-10,40,0.0,0.0
20,0.7,1.0,1000,0.001,42,0.0,0.0
20,0.8,0.1,1000,1e-10,39,1.0,0.0
20,0.8,0.1,1000,0.001,39,1.0,0.0
20,0.8,0.2,1000,1e-10,38,1.0,0.0
20,0.8,0.2,1000,0.001,39,1.0,0.0
20,0.8,0.3,1000,1e-10,39,1.0,0.0
20,0.8,0.3,1000,0.001,39,1.0,0.0
20,0.8,0.4,1000,1e-10,39,1.0,0.0
20,0.8,0.4,1000,0.001,37,1.0,0.0
20,0.8,0.5,1000,1e-10,39,1.0,0.0
20,0.8,0.5,1000,0.001,39,1.0,0.0
20,0.8,0.6,1000,1e-10,37,1.0,0.0
20,0.8,0.6,1000,0.001,38,1.0,0.0
20,0.8,0.7,1000,1e-10,36,1.0,0.0
20,0.8,0.7,1000,0.001,40,1.0,0.0
20,0.8,0.8,1000,1e-10,36,1.0,0.0
20,0.8,0.8,1000,0.001,41,1.0,0.0
20,0.8,0.9,1000,1e-10,40,1.0,0.0
20,0.8,0.9,1000,0.001,36,1.0,0.0
20,0.8,1.0,1000,1e-10,40,0.0,0.0
20,0.8,1.0,1000,0.001,40,0.0,0.0
20,0.9,0.1,1000,1e-10,39,1.0,0.0
20,0.9,0.1,1000,0.001,38,1.0,0.0
20,0.9,0.2,1000,1e-10,39,1.0,0.0
20,0.9,0.2,1000,0.001,37,1.0,0.0
20,0.9,0.3,1000,1e-10,39,1.0,0.0
20,0.9,0.3,1000,0.001,39,1.0,0.0
20,0.9,0.4,1000,1e-10,39,1.0,0.0
20,0.9,0.4,1000,0.001,38,1.0,0.0
20,0.9,0.5,1000,1e-10,39,1.0,0.0
20,0.9,0.5,1000,0.001,39,1.0,0.0
20,0.9,0.6,1000,1e-10,39,1.0,0.0
20,0.9,0.6,1000,0.001,35,1.0,0.0
20,0.9,0.7,1000,1e-10,31,1.0,0.0
20,0.9,0.7,1000,0.001,39,1.0,0.0
20,0.9,0.8,1000,1e-10,38,1.0,0.0
20,0.9,0.8,1000,0.001,37,1.0,0.0
20,0.9,0.9,1000,1e-10,37,1.0,0.0
20,0.9,0.9,1000,0.001,39,1.0,0.0
20,0.9,1.0,1000,1e-10,40,0.0,0.0
20,0.9,1.0,1000,0.001,40,0.0,0.0
20,1.0,0.1,1000,1e-10,39,1.0,0.0
20,1.0,0.1,1000,0.001,34,1.0,0.0
20,1.0,0.2,1000,1e-10,39,1.0,0.0
20,1.0,0.2,1000,0.001,37,1.0,0.0
20,1.0,0.3,1000,1e-10,39,1.0,0.0
20,1.0,0.3,1000,0.001,38,1.0,0.0
20,1.0,0.4,1000,1e-10,37,1.0,0.0
20,1.0,0.4,1000,0.001,39,1.0,0.0
20,1.0,0.5,1000,1e-10,36,1.0,0.0
20,1.0,0.5,1000,0.001,39,1.0,0.0
20,1.0,0.6,1000,1e-10,38,1.0,0.0
20,1.0,0.6,1000,0.001,34,1.0,0.0
20,1.0,0.7,1000,1e-10,38,1.0,0.0
20,1.0,0.7,1000,0.001,39,1.0,0.0
20,1.0,0.8,1000,1e-10,38,1.0,0.0
20,1.0,0.8,1000,0.001,38,1.0,0.0
20,1.0,0.9,1000,1e-10,39,1.0,0.0
20,1.0,0.9,1000,0.001,39,1.0,0.0
20,1.0,1.0,1000,1e-10,37,0.0,0.0
20,1.0,1.0,1000,0.001,40,0.0,0.0
22,0.6,0.1,1000,1e-10,45,1.0,0.0
22,0.6,0.1,1000,0.001,45,1.0,0.0
22,0.6,0.2,1000,1e-10,26,0.0,0.0
22,0.6,0.2,1000,0.001,42,1.0,0.0
22,0.6,0.3,1000,1e-10,44,1.0,0.0
22,0.6,0.3,1000,0.001,44,1.0,0.0
22,0.6,0.4,1000,1e-10,43,1.0,0.0
22,0.6,0.4,1000,0.001,51,1.0,0.0
22,0.6,0.5,1000,1e-10,45,1.0,0.0
22,0.6,0.5,1000,0.001,48,1.0,0.0
22,0.6,0.6,1000,1e-10,44,1.0,0.0
22,0.6,0.6,1000,0.001,46,0.0,0.0
22,0.6,0.7,1000,1e-10,45,1.0,0.0
22,0.6,0.7,1000,0.001,43,1.0,0.0
22,0.6,0.8,1000,1e-10,43,1.0,0.0
22,0.6,0.8,1000,0.001,56,1.0,0.0
22,0.6,0.9,1000,1e-10,48,1.0,0.0
22,0.6,0.9,1000,0.001,46,1.0,0.0
22,0.6,1.0,1000,1e-10,57,0.0,0.0
22,0.6,1.0,1000,0.001,45,0.0,0.0
22,0.7,0.1,1000,1e-10,45,1.0,0.0
22,0.7,0.1,1000,0.001,45,1.0,0.0
22,0.7,0.2,1000,1e-10,52,1.0,0.0
22,0.7,0.2,1000,0.001,45,1.0,0.0
22,0.7,0.3,1000,1e-10,42,1.0,0.0
22,0.7,0.3,1000,0.001,43,1.0,0.0
22,0.7,0.4,1000,1e-10,43,1.0,0.0
22,0.7,0.4,1000,0.001,44,1.0,0.0
22,0.7,0.5,1000,1e-10,40,1.0,0.0
22,0.7,0.5,1000,0.001,44,1.0,0.0
22,0.7,0.6,1000,1e-10,43,1.0,0.0
22,0.7,0.6,1000,0.001,43,1.0,0.0
22,0.7,0.7,1000,1e-10,43,1.0,0.0
22,0.7,0.7,1000,0.001,42,1.0,0.0
22,0.7,0.8,1000,1e-10,43,1.0,0.0
22,0.7,0.8,1000,0.001,45,1.0,0.0
22,0.7,0.9,1000,1e-10,45,1.0,0.0
22,0.7,0.9,1000,0.001,45,1.0,0.0
22,0.7,1.0,1000,1e-10,48,0.0,0.0
22,0.7,1.0,1000,0.001,46,0.0,0.0
22,0.8,0.1,1000,1e-10,41,1.0,0.0
22,0.8,0.1,1000,0.001,42,1.0,0.0
22,0.8,0.2,1000,1e-10,43,1.0,0.0
22,0.8,0.2,1000,0.001,43,1.0,0.0
22,0.8,0.3,1000,1e-10,43,1.0,0.0
22,0.8,0.3,1000,0.001,45,1.0,0.0
22,0.8,0.4,1000,1e-10,43,1.0,0.0
22,0.8,0.4,1000,0.001,43,1.0,0.0
22,0.8,0.5,1000,1e-10,46,1.0,0.0
22,0.8,0.5,1000,0.001,42,1.0,0.0
22,0.8,0.6,1000,1e-10,42,1.0,0.0
22,0.8,0.6,1000,0.001,43,1.0,0.0
22,0.8,0.7,1000,1e-10,43,1.0,0.0
22,0.8,0.7,1000,0.001,42,1.0,0.0
22,0.8,0.8,1000,1e-10,42,1.0,0.0
22,0.8,0.8,1000,0.001,43,1.0,0.0
22,0.8,0.9,1000,1e-10,43,1.0,0.0
22,0.8,0.9,1000,0.001,43,1.0,0.0
22,0.8,1.0,1000,1e-10,43,0.0,0.0
22,0.8,1.0,1000,0.001,45,0.0,0.0
22,0.9,0.1,1000,1e-10,43,1.0,0.0
22,0.9,0.1,1000,0.001,43,1.0,0.0
22,0.9,0.2,1000,1e-10,41,1.0,0.0
22,0.9,0.2,1000,0.001,43,1.0,0.0
22,0.9,0.3,1000,1e-10,43,1.0,0.0
22,0.9,0.3,1000,0.001,39,1.0,0.0
22,0.9,0.4,1000,1e-10,43,1.0,0.0
22,0.9,0.4,1000,0.001,43,1.0,0.0
22,0.9,0.5,1000,1e-10,40,1.0,0.0
22,0.9,0.5,1000,0.001,42,1.0,0.0
22,0.9,0.6,1000,1e-10,43,1.0,0.0
22,0.9,0.6,1000,0.001,42,1.0,0.0
22,0.9,0.7,1000,1e-10,43,1.0,0.0
22,0.9,0.7,1000,0.001,42,1.0,0.0
22,0.9,0.8,1000,1e-10,37,1.0,0.0
22,0.9,0.8,1000,0.001,43,1.0,0.0
22,0.9,0.9,1000,1e-10,42,1.0,0.0
22,0.9,0.9,1000,0.001,43,1.0,0.0
22,0.9,1.0,1000,1e-10,44,0.0,0.0
22,0.9,1.0,1000,0.001,44,0.0,0.0
22,1.0,0.1,1000,1e-10,43,1.0,0.0
22,1.0,0.1,1000,0.001,42,1.0,0.0
22,1.0,0.2,1000,1e-10,42,1.0,0.0
22,1.0,0.2,1000,0.001,43,1.0,0.0
22,1.0,0.3,1000,1e-10,43,1.0,0.0
22,1.0,0.3,1000,0.001,43,1.0,0.0
22,1.0,0.4,1000,1e-10,41,1.0,0.0
22,1.0,0.4,1000,0.001,41,1.0,0.0
22,1.0,0.5,1000,1e-10,42,1.0,0.0
22,1.0,0.5,1000,0.001,43,1.0,0.0
22,1.0,0.6,1000,1e-10,43,1.0,0.0
22,1.0,0.6,1000,0.001,43,1.0,0.0
22,1.0,0.7,1000,1e-10,42,1.0,0.0
22,1.0,0.7,1000,0.001,42,1.0,0.0
22,1.0,0.8,1000,1e-10,42,1.0,0.0
22,1.0,0.8,1000,0.001,43,1.0,0.0
22,1.0,0.9,1000,1e-10,43,1.0,0.0
22,1.0,0.9,1000,0.001,43,1.0,0.0
22,1.0,1.0,1000,1e-10,44,0.0,0.0
22,1.0,1.0,1000,0.001,42,0.0,0.0
24,0.6,0.1,1000,1e-10,57,1.0,0.0
24,0.6,0.1,1000,0.001,49,1.0,0.0
24,0.6,0.2,1000,1e-10,67,1.0,0.0
24,0.6,0.2,1000,0.001,48,1.0,0.0
24,0.6,0.3,1000,1e-10,53,1.0,0.0
24,0.6,0.3,1000,0.001,60,1.0,0.0
24,0.6,0.4,1000,1e-10,53,1.0,0.0
24,0.6,0.4,1000,0.001,54,1.0,0.0
24,0.6,0.5,1000,1e-10,55,1.0,0.0
24,0.6,0.5,1000,0.001,58,1.0,0.0
24,0.6,0.6,1000,1e-10,51,1.0,0.0
24,0.6,0.6,1000,0.001,57,1.0,0.0
24,0.6,0.7,1000,1e-10,50,1.0,0.0
