map_size,p_frozen,gamma,n_iters,theta,n_i,mean_reward,stdev_reward
12,0.9,0.1,1000,0.001,4,0.0,0.0
12,0.9,0.2,1000,1e-10,14,0.0,0.0
12,0.9,0.2,1000,0.001,4,0.0,0.0
12,0.9,0.3,1000,1e-10,18,0.0,0.0
12,0.9,0.3,1000,0.001,5,0.0,0.0
12,0.9,0.4,1000,1e-10,23,0.67,0.4702127178203499
12,0.9,0.4,1000,0.001,6,0.0,0.0
12,0.9,0.5,1000,1e-10,29,0.38,0.48538644398046393
12,0.9,0.5,1000,0.001,8,0.0,0.0
12,0.9,0.6,1000,1e-10,39,0.59,0.49183330509431744
12,0.9,0.6,1000,0.001,9,0.0,0.0
12,0.9,0.7,1000,1e-10,53,0.44,0.49638694583963433
12,0.9,0.7,1000,0.001,11,0.0,0.0
12,0.9,0.8,1000,1e-10,84,0.42,0.49355850717012273
12,0.9,0.8,1000,0.001,17,0.29,0.4537620521815371
12,0.9,0.9,1000,1e-10,160,0.1,0.3
12,0.9,0.9,1000,0.001,31,0.44,0.49638694583963433
12,0.9,1.0,1000,1e-10,870,0.36,0.48
12,0.9,1.0,1000,0.001,281,0.17,0.375632799419859
12,1.0,0.1,1000,1e-10,10,0.0,0.0
12,1.0,0.1,1000,0.001,4,0.0,0.0
12,1.0,0.2,1000,1e-10,14,0.35,0.4769696007084728
12,1.0,0.2,1000,0.001,4,0.0,0.0
12,1.0,0.3,1000,1e-10,18,0.68,0.466476151587624
12,1.0,0.3,1000,0.001,5,0.0,0.0
12,1.0,0.4,1000,1e-10,23,0.89,0.31288975694324034
12,1.0,0.4,1000,0.001,6,0.0,0.0
12,1.0,0.5,1000,1e-10,30,0.98,0.13999999999999999
12,1.0,0.5,1000,0.001,8,0.0,0.0
12,1.0,0.6,1000,1e-10,40,0.94,0.23748684174075832
12,1.0,0.6,1000,0.001,9,0.0,0.0
12,1.0,0.7,1000,1e-10,55,0.93,0.2551470164434615
12,1.0,0.7,1000,0.001,12,0.19,0.39230090491866065
12,1.0,0.8,1000,1e-10,84,0.96,0.19595917942265423
12,1.0,0.8,1000,0.001,18,0.72,0.44899888641287294
12,1.0,0.9,1000,1e-10,143,0.93,0.25514701644346144
12,1.0,0.9,1000,0.001,34,0.98,0.13999999999999999
12,1.0,1.0,1000,1e-10,373,0.93,0.2551470164434615
12,1.0,1.0,1000,0.001,121,0.96,0.19595917942265428
14,0.6,0.1,1000,1e-10,10,0.0,0.0
14,0.6,0.1,1000,0.001,3,0.0,0.0
14,0.6,0.2,1000,1e-10,14,0.0,0.0
14,0.6,0.2,1000,0.001,4,0.0,0.0
14,0.6,0.3,1000,1e-10,17,0.0,0.0
14,0.6,0.3,1000,0.001,5,0.0,0.0
14,0.6,0.4,1000,1e-10,19,0.0,0.0
14,0.6,0.4,1000,0.001,5,0.0,0.0
14,0.6,0.5,1000,1e-10,25,0.0,0.0
14,0.6,0.5,1000,0.001,6,0.0,0.0
14,0.6,0.6,1000,1e-10,34,0.0,0.0
14,0.6,0.6,1000,0.001,8,0.0,0.0
14,0.6,0.7,1000,1e-10,42,0.0,0.0
14,0.6,0.7,1000,0.001,9,0.0,0.0
14,0.6,0.8,1000,1e-10,59,0.0,0.0
14,0.6,0.8,1000,0.001,14,0.0,0.0
14,0.6,0.9,1000,1e-10,152,0.01,0.09949874371066199
14,0.6,0.9,1000,0.001,26,0.0,0.0
14,0.6,1.0,1000,1e-10,999,0.0,0.0
14,0.6,1.0,1000,0.001,34,0.0,0.0
14,0.7,0.1,1000,1e-10,10,0.0,0.0
14,0.7,0.1,1000,0.001,4,0.0,0.0
14,0.7,0.2,1000,1e-10,13,0.0,0.0
14,0.7,0.2,1000,0.001,4,0.0,0.0
14,0.7,0.3,1000,1e-10,16,0.0,0.0
14,0.7,0.3,1000,0.001,5,0.0,0.0
14,0.7,0.4,1000,1e-10,22,0.0,0.0
14,0.7,0.4,1000,0.001,6,0.0,0.0
14,0.7,0.5,1000,1e-10,25,0.0,0.0
14,0.7,0.5,1000,0.001,7,0.0,0.0
14,0.7,0.6,1000,1e-10,38,0.0,0.0
14,0.7,0.6,1000,0.001,9,0.0,0.0
14,0.7,0.7,1000,1e-10,47,0.0,0.0
14,0.7,0.7,1000,0.001,10,0.0,0.0
14,0.7,0.8,1000,1e-10,67,0.0,0.0
14,0.7,0.8,1000,0.001,15,0.0,0.0
14,0.7,0.9,1000,1e-10,130,0.0,0.0
14,0.7,0.9,1000,0.001,15,0.0,0.0
14,0.7,1.0,1000,1e-10,999,0.0,0.0
14,0.7,1.0,1000,0.001,81,0.0,0.0
14,0.8,0.1,1000,1e-10,10,0.0,0.0
14,0.8,0.1,1000,0.001,4,0.0,0.0
14,0.8,0.2,1000,1e-10,14,0.0,0.0
14,0.8,0.2,1000,0.001,4,0.0,0.0
14,0.8,0.3,1000,1e-10,18,0.0,0.0
14,0.8,0.3,1000,0.001,5,0.0,0.0
14,0.8,0.4,1000,1e-10,22,0.0,0.0
14,0.8,0.4,1000,0.001,6,0.0,0.0
14,0.8,0.5,1000,1e-10,27,0.0,0.0
14,0.8,0.5,1000,0.001,6,0.0,0.0
14,0.8,0.6,1000,1e-10,35,0.0,0.0
14,0.8,0.6,1000,0.001,8,0.0,0.0
14,0.8,0.7,1000,1e-10,51,0.07,0.2551470164434615
14,0.8,0.7,1000,0.001,11,0.0,0.0
14,0.8,0.8,1000,1e-10,83,0.04,0.19595917942265423
14,0.8,0.8,1000,0.001,16,0.0,0.0
14,0.8,0.9,1000,1e-10,160,0.01,0.09949874371066199
14,0.8,0.9,1000,0.001,22,0.0,0.0
14,0.8,1.0,1000,1e-10,999,0.01,0.09949874371066199
14,0.8,1.0,1000,0.001,471,0.02,0.13999999999999999
14,0.9,0.1,1000,1e-10,10,0.0,0.0
14,0.9,0.1,1000,0.001,4,0.0,0.0
14,0.9,0.2,1000,1e-10,14,0.0,0.0
14,0.9,0.2,1000,0.001,4,0.0,0.0
14,0.9,0.3,1000,1e-10,18,0.0,0.0
14,0.9,0.3,1000,0.001,5,0.0,0.0
14,0.9,0.4,1000,1e-10,23,0.38,0.48538644398046393
14,0.9,0.4,1000,0.001,6,0.0,0.0
14,0.9,0.5,1000,1e-10,29,0.33,0.47021271782034985
14,0.9,0.5,1000,0.001,8,0.0,0.0
14,0.9,0.6,1000,1e-10,39,0.49,0.49989998999799945
14,0.9,0.6,1000,0.001,9,0.0,0.0
14,0.9,0.7,1000,1e-10,53,0.25,0.4330127018922193
14,0.9,0.7,1000,0.001,12,0.0,0.0
14,0.9,0.8,1000,1e-10,84,0.38,0.48538644398046393
14,0.9,0.8,1000,0.001,16,0.01,0.09949874371066199
14,0.9,0.9,1000,1e-10,164,0.38,0.48538644398046393
14,0.9,0.9,1000,0.001,33,0.83,0.375632799419859
14,0.9,1.0,1000,1e-10,999,0.09,0.2861817604250837
14,0.9,1.0,1000,0.001,209,0.67,0.47021271782034985
14,1.0,0.1,1000,1e-10,10,0.0,0.0
14,1.0,0.1,1000,0.001,4,0.0,0.0
14,1.0,0.2,1000,1e-10,14,0.08,0.2712931993250107
14,1.0,0.2,1000,0.001,4,0.0,0.0
14,1.0,0.3,1000,1e-10,18,0.27,0.4439594576084623
14,1.0,0.3,1000,0.001,5,0.0,0.0
14,1.0,0.4,1000,1e-10,23,0.69,0.46249324319388707
14,1.0,0.4,1000,0.001,6,0.0,0.0
14,1.0,0.5,1000,1e-10,30,0.87,0.33630343441600474
14,1.0,0.5,1000,0.001,8,0.0,0.0
14,1.0,0.6,1000,1e-10,40,0.88,0.32496153618543844
14,1.0,0.6,1000,0.001,9,0.0,0.0
14,1.0,0.7,1000,1e-10,55,0.85,0.35707142142714254
14,1.0,0.7,1000,0.001,12,0.0,0.0
14,1.0,0.8,1000,1e-10,85,0.93,0.25514701644346144
14,1.0,0.8,1000,0.001,18,0.27,0.4439594576084623
14,1.0,0.9,1000,1e-10,148,0.86,0.34698703145794946
14,1.0,0.9,1000,0.001,34,0.82,0.38418745424597095
14,1.0,1.0,1000,1e-10,392,0.87,0.3363034344160047
14,1.0,1.0,1000,0.001,135,0.88,0.3249615361854384
16,0.6,0.1,1000,1e-10,10,0.0,0.0
16,0.6,0.1,1000,0.001,3,0.0,0.0
16,0.6,0.2,1000,1e-10,13,0.0,0.0
16,0.6,0.2,1000,0.001,4,0.0,0.0
16,0.6,0.3,1000,1e-10,17,0.0,0.0
16,0.6,0.3,1000,0.001,5,0.0,0.0
16,0.6,0.4,1000,1e-10,21,0.0,0.0
16,0.6,0.4,1000,0.001,6,0.0,0.0
16,0.6,0.5,1000,1e-10,27,0.0,0.0
16,0.6,0.5,1000,0.001,7,0.0,0.0
16,0.6,0.6,1000,1e-10,36,0.0,0.0
16,0.6,0.6,1000,0.001,8,0.0,0.0
16,0.6,0.7,1000,1e-10,47,0.0,0.0
16,0.6,0.7,1000,0.001,11,0.0,0.0
16,0.6,0.8,1000,1e-10,70,0.0,0.0
16,0.6,0.8,1000,0.001,15,0.0,0.0
16,0.6,0.9,1000,1e-10,121,0.0,0.0
16,0.6,0.9,1000,0.001,21,0.0,0.0
16,0.6,1.0,1000,1e-10,796,0.0,0.0
16,0.6,1.0,1000,0.001,28,0.0,0.0
16,0.7,0.1,1000,1e-10,10,0.0,0.0
16,0.7,0.1,1000,0.001,3,0.0,0.0
16,0.7,0.2,1000,1e-10,14,0.0,0.0
16,0.7,0.2,1000,0.001,4,0.0,0.0
16,0.7,0.3,1000,1e-10,17,0.0,0.0
16,0.7,0.3,1000,0.001,5,0.0,0.0
16,0.7,0.4,1000,1e-10,21,0.0,0.0
16,0.7,0.4,1000,0.001,6,0.0,0.0
16,0.7,0.5,1000,1e-10,28,0.0,0.0
16,0.7,0.5,1000,0.001,7,0.0,0.0
16,0.7,0.6,1000,1e-10,36,0.0,0.0
16,0.7,0.6,1000,0.001,9,0.0,0.0
16,0.7,0.7,1000,1e-10,51,0.0,0.0
16,0.7,0.7,1000,0.001,10,0.0,0.0
16,0.7,0.8,1000,1e-10,80,0.0,0.0
16,0.7,0.8,1000,0.001,15,0.0,0.0
16,0.7,0.9,1000,1e-10,154,0.0,0.0
16,0.7,0.9,1000,0.001,14,0.0,0.0
16,0.7,1.0,1000,1e-10,973,0.0,0.0
16,0.7,1.0,1000,0.001,68,0.0,0.0
16,0.8,0.1,1000,1e-10,10,0.0,0.0
16,0.8,0.1,1000,0.001,3,0.0,0.0
16,0.8,0.2,1000,1e-10,13,0.0,0.0
16,0.8,0.2,1000,0.001,4,0.0,0.0
16,0.8,0.3,1000,1e-10,18,0.0,0.0
16,0.8,0.3,1000,0.001,5,0.0,0.0
16,0.8,0.4,1000,1e-10,22,0.0,0.0
16,0.8,0.4,1000,0.001,6,0.0,0.0
16,0.8,0.5,1000,1e-10,29,0.03,0.17058722109231983
16,0.8,0.5,1000,0.001,7,0.0,0.0
16,0.8,0.6,1000,1e-10,37,0.0,0.0
16,0.8,0.6,1000,0.001,9,0.0,0.0
16,0.8,0.7,1000,1e-10,52,0.0,0.0
16,0.8,0.7,1000,0.001,12,0.0,0.0
16,0.8,0.8,1000,1e-10,81,0.0,0.0
16,0.8,0.8,1000,0.001,16,0.0,0.0
16,0.8,0.9,1000,1e-10,153,0.0,0.0
16,0.8,0.9,1000,0.001,18,0.0,0.0
16,0.8,1.0,1000,1e-10,999,0.0,0.0
16,0.8,1.0,1000,0.001,274,0.01,0.09949874371066199
16,0.9,0.1,1000,1e-10,10,0.0,0.0
16,0.9,0.1,1000,0.001,4,0.0,0.0
16,0.9,0.2,1000,1e-10,13,0.0,0.0
16,0.9,0.2,1000,0.001,4,0.0,0.0
16,0.9,0.3,1000,1e-10,18,0.0,0.0
16,0.9,0.3,1000,0.001,5,0.0,0.0
16,0.9,0.4,1000,1e-10,23,0.0,0.0
16,0.9,0.4,1000,0.001,6,0.0,0.0
16,0.9,0.5,1000,1e-10,29,0.02,0.13999999999999999
16,0.9,0.5,1000,0.001,7,0.0,0.0
16,0.9,0.6,1000,1e-10,39,0.6,0.48989794855663565
16,0.9,0.6,1000,0.001,9,0.0,0.0
16,0.9,0.7,1000,1e-10,54,0.17,0.375632799419859
16,0.9,0.7,1000,0.001,12,0.0,0.0
16,0.9,0.8,1000,1e-10,84,0.31,0.46249324319388707
16,0.9,0.8,1000,0.001,15,0.0,0.0
16,0.9,0.9,1000,1e-10,161,0.12,0.32496153618543844
16,0.9,0.9,1000,0.001,32,0.39,0.4877499359302879
16,0.9,1.0,1000,1e-10,496,0.43,0.4950757517794625
16,0.9,1.0,1000,0.001,274,0.21,0.40730823708832603
16,1.0,0.1,1000,1e-10,10,0.0,0.0
16,1.0,0.1,1000,0.001,4,0.0,0.0
16,1.0,0.2,1000,1e-10,14,0.0,0.0
16,1.0,0.2,1000,0.001,4,0.0,0.0
16,1.0,0.3,1000,1e-10,18,0.01,0.09949874371066199
16,1.0,0.3,1000,0.001,5,0.0,0.0
16,1.0,0.4,1000,1e-10,23,0.19,0.39230090491866065
16,1.0,0.4,1000,0.001,6,0.0,0.0
16,1.0,0.5,1000,1e-10,30,0.74,0.4386342439892262
16,1.0,0.5,1000,0.001,8,0.0,0.0
16,1.0,0.6,1000,1e-10,40,0.72,0.44899888641287283
16,1.0,0.6,1000,0.001,9,0.0,0.0
16,1.0,0.7,1000,1e-10,55,0.75,0.4330127018922193
16,1.0,0.7,1000,0.001,12,0.0,0.0
16,1.0,0.8,1000,1e-10,86,0.79,0.40730823708832603
16,1.0,0.8,1000,0.001,18,0.01,0.09949874371066199
16,1.0,0.9,1000,1e-10,153,0.72,0.4489988864128729
16,1.0,0.9,1000,0.001,34,0.71,0.4537620521815371
16,1.0,1.0,1000,1e-10,411,0.74,0.4386342439892262
16,1.0,1.0,1000,0.001,149,0.76,0.4270831300812525
18,0.6,0.1,1000,1e-10,10,0.0,0.0
18,0.6,0.1,1000,0.001,3,0.0,0.0
18,0.6,0.2,1000,1e-10,14,0.0,0.0
18,0.6,0.2,1000,0.001,4,0.0,0.0
18,0.6,0.3,1000,1e-10,17,0.0,0.0
18,0.6,0.3,1000,0.001,5,0.0,0.0
18,0.6,0.4,1000,1e-10,22,0.0,0.0
18,0.6,0.4,1000,0.001,6,0.0,0.0
18,0.6,0.5,1000,1e-10,27,0.0,0.0
18,0.6,0.5,1000,0.001,8,0.0,0.0
18,0.6,0.6,1000,1e-10,34,0.0,0.0
18,0.6,0.6,1000,0.001,7,0.0,0.0
18,0.6,0.7,1000,1e-10,50,0.0,0.0
18,0.6,0.7,1000,0.001,10,0.0,0.0
18,0.6,0.8,1000,1e-10,65,0.0,0.0
18,0.6,0.8,1000,0.001,15,0.0,0.0
18,0.6,0.9,1000,1e-10,107,0.0,0.0
18,0.6,0.9,1000,0.001,15,0.0,0.0
18,0.6,1.0,1000,1e-10,999,0.0,0.0
18,0.6,1.0,1000,0.001,66,0.0,0.0
18,0.7,0.1,1000,1e-10,10,0.0,0.0
18,0.7,0.1,1000,0.001,4,0.0,0.0
18,0.7,0.2,1000,1e-10,13,0.0,0.0
18,0.7,0.2,1000,0.001,4,0.0,0.0
18,0.7,0.3,1000,1e-10,18,0.0,0.0
18,0.7,0.3,1000,0.001,5,0.0,0.0
18,0.7,0.4,1000,1e-10,21,0.0,0.0
18,0.7,0.4,1000,0.001,6,0.0,0.0
18,0.7,0.5,1000,1e-10,28,0.0,0.0
18,0.7,0.5,1000,0.001,7,0.0,0.0
18,0.7,0.6,1000,1e-10,38,0.0,0.0
18,0.7,0.6,1000,0.001,8,0.0,0.0
18,0.7,0.7,1000,1e-10,44,0.0,0.0
18,0.7,0.7,1000,0.001,10,0.0,0.0
18,0.7,0.8,1000,1e-10,78,0.0,0.0
18,0.7,0.8,1000,0.001,12,0.0,0.0
18,0.7,0.9,1000,1e-10,132,0.0,0.0
18,0.7,0.9,1000,0.001,25,0.0,0.0
18,0.7,1.0,1000,1e-10,370,0.0,0.0
18,0.7,1.0,1000,0.001,104,0.0,0.0
18,0.8,0.1,1000,1e-10,10,0.0,0.0
18,0.8,0.1,1000,0.001,3,0.0,0.0
18,0.8,0.2,1000,1e-10,13,0.0,0.0
18,0.8,0.2,1000,0.001,4,0.0,0.0
18,0.8,0.3,1000,1e-10,17,0.0,0.0
18,0.8,0.3,1000,0.001,5,0.0,0.0
18,0.8,0.4,1000,1e-10,22,0.0,0.0
18,0.8,0.4,1000,0.001,6,0.0,0.0
18,0.8,0.5,1000,1e-10,29,0.01,0.09949874371066199
18,0.8,0.5,1000,0.001,6,0.0,0.0
18,0.8,0.6,1000,1e-10,38,0.0,0.0
18,0.8,0.6,1000,0.001,9,0.0,0.0
18,0.8,0.7,1000,1e-10,53,0.01,0.09949874371066199
18,0.8,0.7,1000,0.001,12,0.0,0.0
18,0.8,0.8,1000,1e-10,76,0.02,0.13999999999999999
18,0.8,0.8,1000,0.001,16,0.0,0.0
18,0.8,0.9,1000,1e-10,161,0.0,0.0
18,0.8,0.9,1000,0.001,31,0.0,0.0
18,0.8,1.0,1000,1e-10,999,0.0,0.0
18,0.8,1.0,1000,0.001,428,0.0,0.0
18,0.9,0.1,1000,1e-10,10,0.0,0.0
18,0.9,0.1,1000,0.001,4,0.0,0.0
18,0.9,0.2,1000,1e-10,13,0.0,0.0
18,0.9,0.2,1000,0.001,4,0.0,0.0
18,0.9,0.3,1000,1e-10,18,0.0,0.0
18,0.9,0.3,1000,0.001,5,0.0,0.0
18,0.9,0.4,1000,1e-10,22,0.0,0.0
18,0.9,0.4,1000,0.001,6,0.0,0.0
18,0.9,0.5,1000,1e-10,29,0.0,0.0
18,0.9,0.5,1000,0.001,8,0.0,0.0
18,0.9,0.6,1000,1e-10,39,0.22,0.4142463035441596
18,0.9,0.6,1000,0.001,9,0.0,0.0
18,0.9,0.7,1000,1e-10,54,0.09,0.2861817604250837
18,0.9,0.7,1000,0.001,12,0.0,0.0
18,0.9,0.8,1000,1e-10,84,0.11,0.31288975694324034
18,0.9,0.8,1000,0.001,18,0.0,0.0
18,0.9,0.9,1000,1e-10,167,0.19,0.39230090491866065
18,0.9,0.9,1000,0.001,28,0.07,0.25514701644346144
18,0.9,1.0,1000,1e-10,860,0.15,0.3570714214271425
18,0.9,1.0,1000,0.001,232,0.26,0.4386342439892262
18,1.0,0.1,1000,1e-10,10,0.0,0.0
18,1.0,0.1,1000,0.001,4,0.0,0.0
18,1.0,0.2,1000,1e-10,14,0.0,0.0
18,1.0,0.2,1000,0.001,4,0.0,0.0
18,1.0,0.3,1000,1e-10,18,0.0,0.0
18,1.0,0.3,1000,0.001,5,0.0,0.0
18,1.0,0.4,1000,1e-10,23,0.02,0.13999999999999999
18,1.0,0.4,1000,0.001,6,0.0,0.0
18,1.0,0.5,1000,1e-10,30,0.28,0.44899888641287283
18,1.0,0.5,1000,0.001,8,0.0,0.0
18,1.0,0.6,1000,1e-10,40,0.55,0.49749371855331
18,1.0,0.6,1000,0.001,9,0.0,0.0
18,1.0,0.7,1000,1e-10,56,0.62,0.48538644398046393
18,1.0,0.7,1000,0.001,12,0.0,0.0
18,1.0,0.8,1000,1e-10,87,0.63,0.4828043081829324
18,1.0,0.8,1000,0.001,18,0.0,0.0
18,1.0,0.9,1000,1e-10,158,0.63,0.4828043081829324
18,1.0,0.9,1000,0.001,34,0.58,0.49355850717012273
18,1.0,1.0,1000,1e-10,428,0.59,0.49183330509431744
18,1.0,1.0,1000,0.001,162,0.59,0.4918333050943175
20,0.6,0.1,1000,1e-10,10,0.0,0.0
20,0.6,0.1,1000,0.001,3,0.0,0.0
20,0.6,0.2,1000,1e-10,13,0.0,0.0
20,0.6,0.2,1000,0.001,4,0.0,0.0
20,0.6,0.3,1000,1e-10,17,0.0,0.0
20,0.6,0.3,1000,0.001,5,0.0,0.0
20,0.6,0.4,1000,1e-10,21,0.0,0.0
20,0.6,0.4,1000,0.001,6,0.0,0.0
20,0.6,0.5,1000,1e-10,28,0.0,0.0
20,0.6,0.5,1000,0.001,8,0.0,0.0
20,0.6,0.6,1000,1e-10,36,0.0,0.0
20,0.6,0.6,1000,0.001,9,0.0,0.0
20,0.6,0.7,1000,1e-10,47,0.0,0.0
20,0.6,0.7,1000,0.001,10,0.0,0.0
20,0.6,0.8,1000,1e-10,46,0.0,0.0
20,0.6,0.8,1000,0.001,14,0.0,0.0
20,0.6,0.9,1000,1e-10,108,0.0,0.0
20,0.6,0.9,1000,0.001,16,0.0,0.0
20,0.6,1.0,1000,1e-10,999,0.0,0.0
20,0.6,1.0,1000,0.001,61,0.0,0.0
20,0.7,0.1,1000,1e-10,10,0.0,0.0
20,0.7,0.1,1000,0.001,3,0.0,0.0
20,0.7,0.2,1000,1e-10,12,0.0,0.0
20,0.7,0.2,1000,0.001,4,0.0,0.0
20,0.7,0.3,1000,1e-10,16,0.0,0.0
20,0.7,0.3,1000,0.001,5,0.0,0.0
20,0.7,0.4,1000,1e-10,22,0.0,0.0
20,0.7,0.4,1000,0.001,6,0.0,0.0
20,0.7,0.5,1000,1e-10,28,0.0,0.0
20,0.7,0.5,1000,0.001,8,0.0,0.0
20,0.7,0.6,1000,1e-10,36,0.0,0.0
20,0.7,0.6,1000,0.001,9,0.0,0.0
20,0.7,0.7,1000,1e-10,52,0.0,0.0
20,0.7,0.7,1000,0.001,10,0.0,0.0
20,0.7,0.8,1000,1e-10,79,0.0,0.0
20,0.7,0.8,1000,0.001,10,0.0,0.0
20,0.7,0.9,1000,1e-10,118,0.0,0.0
20,0.7,0.9,1000,0.001,19,0.0,0.0
20,0.7,1.0,1000,1e-10,999,0.0,0.0
20,0.7,1.0,1000,0.001,94,0.0,0.0
20,0.8,0.1,1000,1e-10,10,0.0,0.0
20,0.8,0.1,1000,0.001,4,0.0,0.0
20,0.8,0.2,1000,1e-10,14,0.0,0.0
20,0.8,0.2,1000,0.001,4,0.0,0.0
20,0.8,0.3,1000,1e-10,18,0.0,0.0
20,0.8,0.3,1000,0.001,5,0.0,0.0
20,0.8,0.4,1000,1e-10,22,0.0,0.0
20,0.8,0.4,1000,0.001,6,0.0,0.0
20,0.8,0.5,1000,1e-10,28,0.0,0.0
20,0.8,0.5,1000,0.001,7,0.0,0.0
20,0.8,0.6,1000,1e-10,38,0.0,0.0
20,0.8,0.6,1000,0.001,8,0.0,0.0
20,0.8,0.7,1000,1e-10,52,0.0,0.0
20,0.8,0.7,1000,0.001,10,0.0,0.0
20,0.8,0.8,1000,1e-10,72,0.0,0.0
20,0.8,0.8,1000,0.001,17,0.0,0.0
20,0.8,0.9,1000,1e-10,149,0.0,0.0
20,0.8,0.9,1000,0.001,29,0.0,0.0
20,0.8,1.0,1000,1e-10,999,0.0,0.0
20,0.8,1.0,1000,0.001,392,0.0,0.0
20,0.9,0.1,1000,1e-10,10,0.0,0.0
20,0.9,0.1,1000,0.001,3,0.0,0.0
20,0.9,0.2,1000,1e-10,14,0.0,0.0
20,0.9,0.2,1000,0.001,4,0.0,0.0
20,0.9,0.3,1000,1e-10,18,0.0,0.0
20,0.9,0.3,1000,0.001,5,0.0,0.0
20,0.9,0.4,1000,1e-10,22,0.0,0.0
20,0.9,0.4,1000,0.001,6,0.0,0.0
20,0.9,0.5,1000,1e-10,30,0.0,0.0
20,0.9,0.5,1000,0.001,8,0.0,0.0
20,0.9,0.6,1000,1e-10,39,0.15,0.3570714214271425
20,0.9,0.6,1000,0.001,9,0.0,0.0
20,0.9,0.7,1000,1e-10,54,0.03,0.17058722109231983
20,0.9,0.7,1000,0.001,12,0.0,0.0
20,0.9,0.8,1000,1e-10,86,0.03,0.1705872210923198
20,0.9,0.8,1000,0.001,17,0.0,0.0
20,0.9,0.9,1000,1e-10,171,0.06,0.23748684174075832
20,0.9,0.9,1000,0.001,31,0.0,0.0
20,0.9,1.0,1000,1e-10,999,0.0,0.0
20,0.9,1.0,1000,0.001,300,0.02,0.13999999999999999
20,1.0,0.1,1000,1e-10,10,0.0,0.0
20,1.0,0.1,1000,0.001,4,0.0,0.0
20,1.0,0.2,1000,1e-10,14,0.0,0.0
20,1.0,0.2,1000,0.001,4,0.0,0.0
20,1.0,0.3,1000,1e-10,18,0.0,0.0
20,1.0,0.3,1000,0.001,5,0.0,0.0
20,1.0,0.4,1000,1e-10,23,0.0,0.0
20,1.0,0.4,1000,0.001,6,0.0,0.0
20,1.0,0.5,1000,1e-10,30,0.05,0.2179449471770337
20,1.0,0.5,1000,0.001,8,0.0,0.0
20,1.0,0.6,1000,1e-10,40,0.44,0.49638694583963433
20,1.0,0.6,1000,0.001,9,0.0,0.0
20,1.0,0.7,1000,1e-10,56,0.44,0.49638694583963433
20,1.0,0.7,1000,0.001,12,0.0,0.0
20,1.0,0.8,1000,1e-10,87,0.45,0.49749371855331
20,1.0,0.8,1000,0.001,18,0.0,0.0
20,1.0,0.9,1000,1e-10,162,0.47,0.49909918853871116
20,1.0,0.9,1000,0.001,34,0.26,0.4386342439892262
20,1.0,1.0,1000,1e-10,445,0.39,0.4877499359302879
20,1.0,1.0,1000,0.001,176,0.36,0.48000000000000004
22,0.6,0.1,1000,1e-10,10,0.0,0.0
22,0.6,0.1,1000,0.001,4,0.0,0.0
22,0.6,0.2,1000,1e-10,13,0.0,0.0
22,0.6,0.2,1000,0.001,4,0.0,0.0
22,0.6,0.3,1000,1e-10,16,0.0,0.0
22,0.6,0.3,1000,0.001,5,0.0,0.0
22,0.6,0.4,1000,1e-10,21,0.0,0.0
22,0.6,0.4,1000,0.001,6,0.0,0.0
22,0.6,0.5,1000,1e-10,27,0.0,0.0
22,0.6,0.5,1000,0.001,7,0.0,0.0
22,0.6,0.6,1000,1e-10,37,0.0,0.0
22,0.6,0.6,1000,0.001,9,0.0,0.0
22,0.6,0.7,1000,1e-10,45,0.0,0.0
22,0.6,0.7,1000,0.001,8,0.0,0.0
22,0.6,0.8,1000,1e-10,62,0.0,0.0
22,0.6,0.8,1000,0.001,9,0.0,0.0
22,0.6,0.9,1000,1e-10,124,0.0,0.0
22,0.6,0.9,1000,0.001,23,0.0,0.0
22,0.6,1.0,1000,1e-10,969,0.0,0.0
22,0.6,1.0,1000,0.001,71,0.0,0.0
22,0.7,0.1,1000,1e-10,10,0.0,0.0
22,0.7,0.1,1000,0.001,4,0.0,0.0
22,0.7,0.2,1000,1e-10,13,0.0,0.0
22,0.7,0.2,1000,0.001,4,0.0,0.0
22,0.7,0.3,1000,1e-10,17,0.0,0.0
22,0.7,0.3,1000,0.001,5,0.0,0.0
22,0.7,0.4,1000,1e-10,23,0.0,0.0
22,0.7,0.4,1000,0.001,6,0.0,0.0
22,0.7,0.5,1000,1e-10,25,0.0,0.0
22,0.7,0.5,1000,0.001,6,0.0,0.0
22,0.7,0.6,1000,1e-10,35,0.0,0.0
22,0.7,0.6,1000,0.001,9,0.0,0.0
22,0.7,0.7,1000,1e-10,50,0.0,0.0
22,0.7,0.7,1000,0.001,11,0.0,0.0
22,0.7,0.8,1000,1e-10,62,0.0,0.0
22,0.7,0.8,1000,0.001,10,0.0,0.0
22,0.7,0.9,1000,1e-10,118,0.0,0.0
22,0.7,0.9,1000,0.001,15,0.0,0.0
22,0.7,1.0,1000,1e-10,999,0.0,0.0
22,0.7,1.0,1000,0.001,100,0.0,0.0
22,0.8,0.1,1000,1e-10,10,0.0,0.0
22,0.8,0.1,1000,0.001,3,0.0,0.0
22,0.8,0.2,1000,1e-10,14,0.0,0.0
22,0.8,0.2,1000,0.001,4,0.0,0.0
22,0.8,0.3,1000,1e-10,17,0.0,0.0
22,0.8,0.3,1000,0.001,5,0.0,0.0
22,0.8,0.4,1000,1e-10,22,0.0,0.0
22,0.8,0.4,1000,0.001,6,0.0,0.0
22,0.8,0.5,1000,1e-10,28,0.0,0.0
22,0.8,0.5,1000,0.001,8,0.0,0.0
