map_size,p_frozen,gamma,is_slippery,move_cost,iter_type,n_i,runtime(s)
12,0.8,0.1,True,0,value,18,0.00
12,0.8,0.1,True,0,policy,10,0.02
12,0.8,0.1,True,-0.01,value,10,0.01
12,0.8,0.1,True,-0.01,policy,9,0.02
12,0.8,0.2,False,0,value,5,0.01
12,0.8,0.2,False,0,policy,16,0.00
12,0.8,0.2,False,-0.01,value,18,0.00
12,0.8,0.2,False,-0.01,policy,16,0.02
12,0.8,0.2,True,0,value,18,0.00
12,0.8,0.2,True,0,policy,13,0.00
12,0.8,0.2,True,-0.01,value,6,0.01
12,0.8,0.2,True,-0.01,policy,13,0.00
12,0.8,0.3,False,0,value,4,0.00
12,0.8,0.3,False,0,policy,21,0.00
12,0.8,0.3,False,-0.01,value,17,0.02
12,0.8,0.3,False,-0.01,policy,21,0.02
12,0.8,0.3,True,0,value,17,0.01
12,0.8,0.3,True,0,policy,17,0.02
12,0.8,0.3,True,-0.01,value,6,0.01
12,0.8,0.3,True,-0.01,policy,16,0.02
12,0.8,0.4,False,0,value,7,0.02
12,0.8,0.4,False,0,policy,23,0.00
12,0.8,0.4,False,-0.01,value,18,0.02
12,0.8,0.4,False,-0.01,policy,23,0.02
12,0.8,0.4,True,0,value,17,0.00
12,0.8,0.4,True,0,policy,21,0.02
12,0.8,0.4,True,-0.01,value,5,0.02
12,0.8,0.4,True,-0.01,policy,20,0.02
12,0.8,0.5,False,0,value,7,0.00
12,0.8,0.5,False,0,policy,23,0.02
12,0.8,0.5,False,-0.01,value,17,0.02
12,0.8,0.5,False,-0.01,policy,23,0.00
12,0.8,0.5,True,0,value,16,0.02
12,0.8,0.5,True,0,policy,27,0.02
12,0.8,0.5,True,-0.01,value,5,0.02
12,0.8,0.5,True,-0.01,policy,24,0.02
12,0.8,0.6,False,0,value,5,0.00
12,0.8,0.6,False,0,policy,23,0.03
12,0.8,0.6,False,-0.01,value,17,0.01
12,0.8,0.6,False,-0.01,policy,23,0.02
12,0.8,0.6,True,0,value,18,0.04
12,0.8,0.6,True,0,policy,36,0.04
12,0.8,0.6,True,-0.01,value,5,0.02
12,0.8,0.6,True,-0.01,policy,30,0.02
12,0.8,0.7,False,0,value,8,0.01
12,0.8,0.7,False,0,policy,23,0.02
12,0.8,0.7,False,-0.01,value,16,0.02
12,0.8,0.7,False,-0.01,policy,23,0.02
12,0.8,0.7,True,0,value,17,0.03
12,0.8,0.7,True,0,policy,49,0.04
12,0.8,0.7,True,-0.01,value,6,0.03
12,0.8,0.7,True,-0.01,policy,39,0.03
